title,authors,pubdate,tags,#grrating,#grvotes,#wordcount,#pagecount,size,publisher
"Il Duca","Matteo Melchiorre","2022-06-06T22:07:11-04:00","Fiction, Literary","3.87","580","121557","397","939829","Einaudi"
"Everything Is Illuminated","Jonathan Safran Foer","2002-01-01T03:00:00-05:00","Contemporary, Historical, Fiction","3.89","184046","102190","259","390524","Houghton Mifflin Harcourt"
"Montecore: The Silence of the Tiger","Jonas Hassen Khemiri","2006-01-01T03:00:00-05:00","Contemporary, Fiction:Historical","3.82","1692","84834","206","573750","Knopf"
"The Evolution of Bruno Littlemore","Benjamin Hale","2011-01-01T03:00:00-05:00","Science Fiction, Fantasy, Fiction, Adult, Contemporary","3.59","2661","186290","537","658082","Twelve"
"Beyond Band of Brothers: The War Memoirs of Major Dick Winters","Dick Winters & Cole C. Kingseed","2006-02-07T03:00:00-05:00","Autobiography, History, Biography, War","4.33","20246","104627","307","462623","Dutton Caliber"
"The Children of Men","P. D. James","1992-01-01T03:00:00-05:00","Science Fiction, Adult, Classics, Fantasy, Thriller, Science-Fiction, Mystery","3.67","50479","92358","242","288848","Vintage Books"
"Snow Flower and the Secret Fan","Lisa See","2005-02-21T03:00:00-05:00","Fiction, History, Adult, Fiction:Historical, Historical","4.09","380914","102342","298","389526","Random House Trade Paperbacks"
"Kitchen Mysteries: Revealing the Science of Cooking","Hervé This","1996-01-01T03:00:00-05:00","Cookbooks, History, Science, Food","3.74","232","69634","243","574253","Columbia University Press"
"Templars: History and Myth: From Solomon's Temple to the Freemasons","Michael Haag","2008-07-10T03:00:00-04:00","Religion, History, Science","3.68","1866","107287","295","346426","Profile Books"
"The Year of the Flood","Margaret Atwood","2009-09-22T03:00:00-04:00","Fiction, Science Fiction, Science, Adult, Contemporary, Fantasy, Religion, read_author","4.07","129822","120313","387","588931","Doubleday Nan A. Talese"
"The Blind Assassin","Margaret Atwood","2000-09-01T03:00:00-04:00","Historical, Fiction, Classics, Contemporary, Mystery, read_author","3.96","163909","355994","1150","1055303","Vintage"
"The Handmaid's Tale","Margaret Atwood","1985-04-17T03:00:00-05:00","Science Fiction, Fiction, Dystopian, Adult, Feminist, Fantasy, Women, bookclub, read_author, Classics, Feminism","4.15","2475927","95897","246","349152","McClelland & Stewart"
"The Penelopiad","Margaret Atwood","2005-04-15T05:24:38-04:00","Fiction, Feminism, Adult, Classics, Fantasy, Historical, read_author","3.71","81240","31640","83","169242","Knopf"
"Sayings of the Buddha","Rupert Gethin","2008-10-09T03:00:00-04:00","History, Religon, Spirituality, Philosophy, Religion","3.99","133","133222","323","388905","Oxford University Press"
"Trail of the Gods","Brian S. Pratt","2006-04-27T03:00:00-04:00","Adult, Science Fiction, Adventure, Fantasy","4.19","1211","116454","414","320739","Iuniverse Inc"
"The Star of Morcyth: Book Five of the Morcyth Saga","Brian S. Pratt","2006-06-13T03:00:00-04:00","Science Fiction, Fantasy","4.23","1195","144580","527","402854","CreateSpace Independent Publishing Platform"
"The Mists of Sorrow","Brian S. Pratt","2006-11-21T03:00:00-05:00","Fantasy","4.27","1059","185107","654","472593","Iuniverse Inc"
"Shades of the Past","Brian S. Pratt","2006-09-19T03:00:00-04:00","Adult, Science Fiction, Adventure, Fantasy","4.23","1164","137937","498","382034","Iuniverse Inc"
"Warrior Priest of Dmon-Li","Brian S. Pratt","2006-03-01T03:00:00-05:00","Adult, Science Fiction, Adventure, Fantasy","4.18","1351","153645","570","415521","Iuniverse Inc"
"Fires of Prophecy","Brian S. Pratt","2006-01-01T03:00:00-05:00","Science Fiction, Fantasy, Adult, Adventure, Young Adult","4.15","1527","131722","482","359008","Iuniverse Inc"
"The Merry Adventures of Robin Hood","Howard Pyle","1883-01-01T03:03:58-04:56:02","Historical, Childrens, Fiction, Adventure, Young Adult, Classics, Fantasy","4.07","65873","124469","345","3740672","Applewood Books"
"Dress Your Family in Corduroy and Denim","David Sedaris","2004-06-01T03:00:00-04:00","Humour, Non-Fiction, Biography, Writing","4.11","284691","62252","159","193983","Little, Brown & Co."
"SantaLand Diaries","David Sedaris","1998-10-01T03:00:00-04:00","Writing, Humour, Fiction:Humor, Non-Fiction, Biography","4.32","46619","10471","26","69932","Abacus"
"Naked","David Sedaris","1997-03-01T03:00:00-05:00","Humour, Biography, Writing, Non-Fiction","4.1","273569","93049","237","243499","Back Bay Books"
"Barrel Fever","David Sedaris","1994-06-01T03:00:00-04:00","Writing, Humour, Fiction:Humor, Non-Fiction, Biography","3.79","55682","65247","197","198861","Abacus"
"Me Talk Pretty One Day","David Sedaris","2000-01-01T03:00:00-05:00","Non-Fiction, Biography, Writing, Humour","4.01","710501","67520","205","328257","Little, Brown and Company"
"When You Are Engulfed in Flames","David Sedaris","2005-01-01T03:00:00-05:00","Humour, Non-Fiction, Biography, Writing","4.08","214178","84268","258","355016","Little Brown and Company"
"Les Liaisons Dangereuses","Pierre Choderlos de Laclos & Peirre Choderlos de Laclos & George Barbier","1782-01-01T02:56:56-04:56:02","Classics, Historical, Romance","4.05","59201","168057","502","650069","Sterling Publishing"
"Wicked River: The Mississippi When It Last Ran Wild","Lee Sandlin","2010-10-19T03:00:00-04:00","Travel, History, Science","3.91","1407","99732","282","5114966","Pantheon"
"The Greenlanders","Jane Smiley","1988-03-12T03:00:00-05:00","Historical, Fiction:Historical","3.93","3091","277006","766","965276","Anchor"
"How We Are Hungry","Dave Eggers","2004-01-01T03:00:00-05:00","Contemporary, Fiction","3.75","13919","62132","200","210491","Vintage"
"Zeitoun","Dave Eggers","2009-07-15T03:00:00-04:00","Non-Fiction, Biography, History, Politics, Adult, Autobiography, Social Science, Nature","4.05","79299","91432","309","1339696","McSweeney's"
"Native Son","Richard Wright","1940-01-01T03:00:00-05:00","Classics, Historical, Fiction, Adult","4.03","101964","168168","587","583008","Harper Perennial Modern Classics"
"Sh*t My Dad Says","Justin Halpern","2010-05-04T03:00:00-04:00","Adult, Non-fiction:Humor, Biography, Humour, Contemporary","3.98","159087","34801","123","186533","It Books"
"The Bread Lover's Bread Machine Cookbook: A Master Baker's 300 Favorite Recipes for Perfect-Every-Time Bread-From Every Kind of Machine","Beth Hensperger","2000-04-01T03:00:00-05:00","Cookbooks, Reference, Food","4.21","1481","224393","526","4327527","Harvard Common Press"
"The Astronaut's Wife","Robert Tine","1999-01-01T03:00:00-05:00","Adventure, Crime, Thriller, Science Fiction, Fiction:Thriller, Mystery, Suspense","3.65","2068","53273","150","184229","St. Martin's Press"
"The Ultimate Rice Cooker Cookbook: 250 No-Fail Recipes for Pilafs, Risottos, Polenta, Chilis, Soups, Porridges, Puddings and More, From Start to Finish in Your Rice Cooker","Beth Hensperger & Julie Kaufmann","2001-12-12T03:00:00-05:00","Cookbooks, Reference, Health, Food","3.82","915","154972","396","821573","Harvard Common Pr"
"Spoken From the Heart","Laura Bush","2009-05-04T03:00:00-04:00","General, Contemporary, Politics, American Government, Women, Political, Historical, Biography, Personal Memoirs, Presidents, Heads of State, Autobiography, History, POLITICAL SCIENCE","4.0","8251","183014","979","1567171","Scribner"
"A Visit From the Goon Squad","Jennifer Egan","2010-06-08T03:00:00-04:00","Music, Fiction, Adult, General, bookclub, Classics, read_author, Contemporary, Short Stories (Single Author)","3.7","251942","78686","253","5276432","Corsair"
"The Box Garden","Carol Shields","1977-01-01T03:00:00-05:00","Fiction","3.68","1265","63023","224","288491","Penguin Books"
"Ghosts of Ascalon","Matt Forbeck & Jeff Grubb","2010-01-01T03:00:00-05:00","Adventure, Fantasy","3.75","3339","93169","331","550515","Pocket Star"
"You Get So Alone at Times That It Just Makes Sense","Charles Bukowski","1986-06-05T03:00:00-04:00","999, Adult, Classics, Contemporary, Poetry","4.17","19270","25871","281","283191","HarperCollins Publishers"
"Pulp","Charles Bukowski","1994-01-01T03:00:00-05:00","Crime, Mystery, Classics, Humour","3.67","44392","84418","403","330312","Editorial Anagrama"
"Factotum","Charles Bukowski","1975-01-01T03:00:00-05:00","Contemporary, Humour, Biography, Non-Fiction, Poetry, Thriller, Adult, Mystery, Classics","3.92","76139","48996","186","573273","Ecco"
"Hollywood","Charles Bukowski","1989-01-01T03:00:00-05:00","Classics, Fiction, Performing Arts, Contemporary, Humour, General","3.81","27746","63012","265","268303","Canongate Books"
"Shop Class as Soulcraft: An Inquiry Into the Value of Work","Matthew B. Crawford","2009-01-01T03:00:00-05:00","Business, Economics, POLITICAL SCIENCE, Psychology, Sociology, Philosophy, Self Help","3.74","11173","65932","211","693760","Penguin Books"
"The MANIAC","Benjamín Labatut","2023-10-03T00:24:11-04:00","Fiction, Science, Historical, Biography, History, Non-Fiction, Philosophy, read_author","4.34","19426","84089","238","803183","Strange Light"
"Her Mother's Hope","Francine Rivers","2010-01-01T03:00:00-05:00","Fiction:Religous, Adult, Historical, Romance","4.33","34965","140721","492","532163","Tyndale House Publishers, Inc."
"In Too Deep","Jayne Ann Krentz","2010-12-01T03:00:00-05:00","Romance, Paranormal, Contemporary, Fantasy, Suspense, Mystery","4.07","9755","89666","354","297054","Piatkus Books"
"The Magician's Apprentice","Trudi Canavan","2009-02-23T03:00:00-05:00","Science Fiction, Fantasy, Romance, Young Adult, Adventure","3.98","26141","198457","716","737887","Orbit"
"The Rogue","Trudi Canavan","2011-05-01T03:00:00-04:00","Science Fiction, Fantasy, Romance, Young Adult, Adventure","4.04","18089","135790","499","574542","Orbit"
"Antiphon","Ken Scholes","2010-09-14T03:00:00-04:00","Science-Fiction, Science Fiction, Fantasy","3.99","976","140665","494","412095","Tor Books"
"The Pied Piper of Hamlin","Robert Browning","1842-01-01T03:03:58-04:56:02","Poetry, Classics, Fantasy, Childrens","3.91","3013","2249","8","3999272","Pook Press"
"Childe Roland to the Dark Tower Came","Robert Browning","1855-01-01T03:03:58-04:56:02","Horror, Adventure, Poetry, Classics, Fantasy","4.0","1188","2255","6","42523","Everyman Ltd"
"From the Earth to the Moon","Jules Verne","1865-01-01T02:56:56-04:56:02","Classics, Adventure, Science Fiction, Fantasy","3.75","39503","56394","193","379800","Bantam Classics"
"Twenty Thousand Leagues Under the Sea","Jules Verne","1869-01-01T03:03:58-04:56:02","Classics, Science Fiction, Adventure, Fantasy, Science-Fiction","3.89","266840","124948","415","464278","Barnes & Noble"
"Lucinella","Lore Segal","1976-01-01T03:00:00-05:00","Satire, Humorous, Fiction, Literary, General","3.63","277","39556","146","1804170","Melville House"
"Ishmael: A Novel","Daniel Quinn","1995-05-01T01:03:36-04:00","Classics, Religious, Philosophy, Magical Realism, Fiction, Literary, Non-Fiction, Spirituality, Adult, Fantasy, Religion, Psychological, Nature, General, Visionary, Metaphysical, Action, Adventure, Romance","4.01","101352","63539","237","441463","Random House Publishing Group"
"Roadside Picnic","Arkady Strugatsky & Boris Strugatsky","1972-01-01T03:00:00-05:00","Science Fiction, Fantasy, Horror, bookclub, Classics, read_author","4.12","90071","65386","215","1077171","Chicago Review Press"
"Wuthering Heights","Emily Brontë","1847-11-24T02:56:56-04:56:02","Fiction, Adult, Romance, bookclub, Classics, read_author, Historical","3.9","2207578","138065","426","578337","Independently Published"
"Klee Wyck","Emily Carr","1941-01-01T03:00:00-05:00","Art, History, Travel, Biography, Autobiography, Classics","3.94","1365","33783","115","147771","Douglas & McIntyre"
"The Coming of the Third Reich","Richard J. Evans","2003-02-05T03:00:00-05:00","General, World, Germany, World War II, Europe, Politics, War, Wars, Conflicts, History","4.31","12439","233577","865","3851934","Penguin Books"
"Mistress of the Game","Tilly Bagshawe & Sidney Sheldon","1988-01-01T03:00:00-05:00","Fiction:Thriller, Romance, Contemporary, Suspense, Crime, Thriller, Mystery","3.81","13718","110377","437","507452","Harper Collins"
"Sidney Sheldon's After the Darkness","Tilly Bagshawe & Sidney Sheldon","2010-01-01T03:00:00-05:00","Suspense, Crime, Fiction, Romance, Mystery, Thriller","3.95","8173","104149","391","330582","Harper"
"Abhorsen","Garth Nix","2003-01-01T03:00:00-05:00","Fantasy, Young Adult, Adventure, Science Fiction","4.24","126555","100153","342","690170","HarperCollins"
"Sabriel","Garth Nix","1995-05-01T03:00:00-04:00","Science Fiction, Fantasy, Fiction:Young Adult, Young Adult, Adventure","4.16","218813","92593","319","385984","HarperColl"
"Shade's Children","Garth Nix","1997-01-01T03:00:00-05:00","Science Fiction, Childrens, Young Adult, Fantasy, Fiction:Young Adult, Horror","3.91","13492","71708","268","293375","HarperCollins"
"Shadow's Son","Jon Sprunk","2010-07-08T03:00:00-04:00","Adventure, Fantasy","3.71","1555","93806","324","513830","Gollancz"
"Mutiny","Julian Stockwin","2000-01-01T03:00:00-05:00","Historical, Adventure, War","4.03","1124","105648","354","317361","McBooks Press"
"Assassin's Creed: Renaissance","Oliver Bowden","2009-11-01T02:00:00-05:00","Science Fiction, Fantasy, Historical, Fiction:Historical, Adventure","3.72","19549","118332","416","1681532","Ace Books"
"Artemis","Julian Stockwin","2002-04-04T03:00:00-05:00","Fiction, General, Historical, Action, Adventure","4.08","1519","104525","361","295570","Scribner"
"Brotherhood","Oliver Bowden","2010-01-01T03:00:00-05:00","Adventure, Science Fiction, Historical, Fantasy","3.94","10573","110900","417","399017","Ace Books"
"Sweet Thunder: The Life and Times of Sugar Ray Robinson","Wil Haygood","2009-10-13T03:00:00-04:00","Sports, Autobiography, History, Biography","3.94","186","159989","421","2230536","Knopf"
"Darkness on the Edge of Town","Brian Keene","2008-01-01T03:00:00-05:00","Science Fiction, Paranormal, Thriller, Horror, Mystery","3.67","3967","74005","265","490123","Leisure Books"
"The Boy in the Moon: A Father's Search for the Value of His Handicapped Son's Life","Ian Brown","2009-04-28T03:00:00-04:00","Autobiography, Psychology, Biography, Science","3.89","1918","84332","247","419510","Scribe Publications"
"Plague of the Dead","Z. A. Recht","2006-01-01T03:00:00-05:00","Horror, Paranormal, Thriller, Science Fiction","3.84","7807","97216","369","547623","Gallery Books"
"The King of Lies","John Hart","2006-01-01T03:00:00-05:00","Adult, Fiction:Suspense, Suspense, Crime, Thriller, Mystery","3.93","13931","121191","421","389255","Minotaur Books"
"The World Without Us","Alan Weisman","2007-07-10T03:00:00-04:00","Life Sciences, Animals, General, Science, Technology, Engineering, Social Science, Nature","3.81","42686","108557","321","756011","Picador"
"The Virginian","Owen Wister","1902-01-01T03:00:00-05:00","Classics, Historical, Adventure, Romance","3.91","10043","151222","499","463850","Barnes & Noble Classics"
"English Passengers","Matthew Kneale","2000-03-14T03:00:00-05:00","Travel, Fiction, History, Adventure, Humour, Fiction:Historical, Historical","4.07","7416","179867","538","562233","Knopf Doubleday Publishing Group"
"Amagansett","Mark Mills","2004-01-01T03:00:00-05:00","Suspense, Crime, Fiction:Thriller, Romance, Mystery, Historical, Thriller","3.72","2589","108427","422","403538","Penguin Publishing Group"
"Confessions of a GP","Benjamin Daniels","2010-01-01T03:00:00-05:00","Autobiography, Humour, Biography","3.71","5839","69562","196","305882","Friday Project"
"Howards End","E. M. Forster","1910-10-18T03:00:00-05:00","Europe, Siblings, Places, Fiction, Adult, General, Family Life, Romance, bookclub, Classics, read_author, Historical","3.96","95566","112702","389","293709","Steven Evans"
